Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Intrieri, C; Filippetti, I; Allegro, G; Valentini, G; Pastore, C",,"Gaiotti, F; Battista, F; Tomasi, D",,"Intrieri, C.; Filippetti, I.; Allegro, G.; Valentini, G.; Pastore, C.",,,'Star 50' and 'Star 74': new dwarfing grape rootstocks,I INTERNATIONAL SYMPOSIUM ON GRAPEVINE ROOTS,Acta Horticulturae,,,,1st International Symposium on Grapevine Roots,16-Oct-14,"Rauscedo, ITALY",Int Soc Horticultural Sci,,,,,,,,,"Pastore, Chiara/U-4912-2019; Pastore, Chiara/AAZ-4123-2020","valentini, gabriele/0000-0003-4862-7550; Pastore, Chiara/0000-0003-2504-6091",,,,,,,,,,,,,0567-7572,,978-94-62611-21-4,,,,2016,1136,,,,,,23,26,,10.17660/ActaHortic.2016.1136.3,http://dx.doi.org/10.17660/ActaHortic.2016.1136.3,,,,,,,,,,,,,WOS:000385238000003,View Full Record in Web of Science
C,"Perniola, R; Crupi, P; Genghi, R; Antonacci, D",,"Gaiotti, F; Battista, F; Tomasi, D",,"Perniola, R.; Crupi, P.; Genghi, R.; Antonacci, D.",,,Cultivar and rootstock interaction affects the physiology and fruit quality of table grape with different water management - preliminary results,I INTERNATIONAL SYMPOSIUM ON GRAPEVINE ROOTS,Acta Horticulturae,,,,1st International Symposium on Grapevine Roots,16-Oct-14,"Rauscedo, ITALY",Int Soc Horticultural Sci,,,,,,,,,"Crupi, Pasquale/AAN-1616-2020",,,,,,,,,,,,,,0567-7572,2406-6168,978-94-62611-21-4,,,,2016,1136,,,,,,129,136,,10.17660/ActaHortic.2016.1136.18,http://dx.doi.org/10.17660/ActaHortic.2016.1136.18,,,,,,,,,,,,,WOS:000385238000018,View Full Record in Web of Science
J,"Soar, CJ; Dry, PR; Loveys, BR",,,,"Soar, C. J.; Dry, P. R.; Loveys, B. R.",,,Scion photosynthesis and leaf gas exchange in Vitis vinifera L. cv. Shiraz: Mediation of rootstock effects via xylem sap ABA,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322-7130,1755-0238,,,,,2006,12,2,,,,,82,96,,10.1111/j.1755-0238.2006.tb00047.x,http://dx.doi.org/10.1111/j.1755-0238.2006.tb00047.x,,,,,,,,,,,,,WOS:000239405400001,View Full Record in Web of Science
J,"Tregeagle, JM; Tisdall, JM; Blackmore, DH; Walker, RR",,,,"Tregeagle, J. M.; Tisdall, J. M.; Blackmore, D. H.; Walker, R. R.",,,A diminished capacity for chloride exclusion by grapevine rootstocks following long-term saline irrigation in an inland versus a coastal region of Australia,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,,,,,,,,,,,,,,,,,"Blackmore, Deidre H/F-2604-2011; Walker, Rob R/C-2764-2015","Blackmore, Deidre H/0000-0002-2008-493X; Walker, Rob/0000-0002-1409-7937",,,,,,,,,,,,,1322-7130,1755-0238,,,,,2006,12,3,,,,,178,191,,10.1111/j.1755-0238.2006.tb00058.x,http://dx.doi.org/10.1111/j.1755-0238.2006.tb00058.x,,,,,,,,,,,,,WOS:000242459800001,View Full Record in Web of Science
J,"Virgona, JM; Smith, JP; Holzapfel, BP",,,,"Virgona, JM; Smith, JP; Holzapfel, BP",,,Scions influence apparent transpiration efficiency of Vitis vinifera (cv. Shiraz) rather than rootstocks,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,,,,,,,,,,,,,,,,,"Virgona, James M/I-8646-2012","Holzapfel, Bruno/0000-0002-7269-5687; Smith, Jason/0000-0002-9841-3609",,,,,,,,,,,,,1322-7130,,,,,,2003,9,3,,,,,183,185,,10.1111/j.1755-0238.2003.tb00268.x,http://dx.doi.org/10.1111/j.1755-0238.2003.tb00268.x,,,,,,,,,,,,,WOS:000187231200004,View Full Record in Web of Science
J,"Medici, A; Lacombe, B; Ruffel, S",,,,"Medici, Anna; Lacombe, Benoit; Ruffel, Sandrine",,,Nitrate supply to grapevine rootstocks - new genome-wide findings,JOURNAL OF EXPERIMENTAL BOTANY,,,,,,,,,,,,,,,,,"Lacombe, Benoit/B-1202-2013; Medici, Anna/F-9160-2019","Medici, Anna/0000-0003-0720-8528; Lacombe, Benoit/0000-0001-9924-3093",,,,,,,,,,,,,0022-0957,1460-2431,,,,10-Jul,2017,68,15,,,,,3999,+,,10.1093/jxb/erx273,http://dx.doi.org/10.1093/jxb/erx273,,,,,,,,28922777,,,,,WOS:000410245700002,View Full Record in Web of Science
J,"Motosugi, H; Yamamoto, Y; Naruo, T; Yamaguchi, D",,,,"Motosugi, Hino; Yamamoto, Yasuhisa; Naruo, Takasumi; Yamaguchi, Daisuke",,,Growth and fruit quality of 'Kyoho' grapevines grafted on autotetraploid rootstocks,JOURNAL OF THE JAPANESE SOCIETY FOR HORTICULTURAL SCIENCE,,,,,Autumn Meeting of the Japanese-Society-for-Horticultural-Science,2004,JAPAN,Japanese Soc Hort Sci,,,,,,,,,,,,,,,,,,,,,,,1882-3351,1880-358X,,,,OCT,2007,76,4,,,,,271,278,,10.2503/jjshs.76.271,http://dx.doi.org/10.2503/jjshs.76.271,,,,,,,,,,,,,WOS:000250322400001,View Full Record in Web of Science
J,"Rossdeutsch, L; Schreiner, RP; Skinkis, PA; Deluc, L",,,,"Rossdeutsch, Landry; Schreiner, R. Paul; Skinkis, Patricia A.; Deluc, Laurent",,,Nitrate Uptake and Transport Properties of Two Grapevine Rootstocks With Varying Vigor,FRONTIERS IN PLANT SCIENCE,,,,,,,,,,,,,,,,,,"Skinkis, Patricia/0000-0003-1752-476X",,,,,,,,,,,,,1664-462X,,,,,18-Jan,2021,11,,,,,,,,608813,10.3389/fpls.2020.608813,http://dx.doi.org/10.3389/fpls.2020.608813,,,,,,,,33537044,,,,,WOS:000613146900001,View Full Record in Web of Science
J,"Lang, CP; Bardos, G; Merkt, N; Zorb, C",,,,"Lang, Carina Paola; Bardos, Gyoengyi; Merkt, Nikolaus; Zoerb, Christian",,,Expression of key enzymes for nitrogen assimilation in grapevine rootstock in response to N-form and timing,JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436-8730,1522-2624,,,,FEB,2020,183,1,,,,,91,98,,10.1002/jpln.201900425,http://dx.doi.org/10.1002/jpln.201900425,,Dec-19,,,,,,,,,,,WOS:000503275500001,View Full Record in Web of Science
C,"Cookson, SJ; Prodhomme, D; Chambaud, C; Hevin, C; Fonayet, JV; Hilbert, G; Trossat-Magnin, C; Richard, T; Bortolami, G; Gambetta, GA; Brocard, L; Ollat, N",,"Delrot, S; Ollat, N; Gallusci, P",,"Cookson, S. J.; Prodhomme, D.; Chambaud, C.; Hevin, C.; Fonayet, J. Valls; Hilbert, G.; Trossat-Magnin, C.; Richard, T.; Bortolami, G.; Gambetta, G. A.; Brocard, L.; Ollat, N.",,,Understanding scion-rootstock interactions at the graft interface of grapevine,PROCEEDINGS OF THE XII INTERNATIONAL CONFERENCE ON GRAPEVINE BREEDING AND GENETICS,Acta Horticulturae,,,,12th International Conference on Grapevine Breeding and Genetics (GBG),"JUL 15-20, 2018","Bordeaux, FRANCE","Int Soc Horticultural Sci Div Vine & Berry Fruits,Int Soc Horticultural Sci Div Plant Genet Resources & Biotechnol,Int Soc Horticultural Sci Working Grp Grape Genet Physiol & Management,Int Soc Horticultural Sci",,,,,,,,,,"Chambaud, Clement/0000-0002-0351-212X; Valls, Josep/0000-0002-1359-4114; Richard, Tristan/0000-0002-5308-8697",,,,,,,,,,,,,0567-7572,2406-6168,978-94-62612-45-7,,,,2019,1248,,,,,,369,373,,10.17660/ActaHortic.2019.1248.53,http://dx.doi.org/10.17660/ActaHortic.2019.1248.53,,,,,,,,,,,,,WOS:000711212400053,View Full Record in Web of Science
J,"Kucukbasmaci, A; Sabir, A",,,,"Kucukbasmaci, Alper; Sabir, Ali",,,LONG-TERM IMPACT OF DEFICIT IRRIGATION ON THE PHYSIOLOGY AND GROWTH OF GRAPEVINE CV. 'PRIMA' GRAFTED ON VARIOUS ROOTSTOCKS,ACTA SCIENTIARUM POLONORUM-HORTORUM CULTUS,,,,,,,,,,,,,,,,,"Sabir, Ali/ADL-5563-2022","Sabir, Ali/0000-0003-1596-9327; KUCUKBASMACI, Omer Alper/0000-0002-5393-6537",,,,,,,,,,,,,1644-0692,2545-1405,,,,,2019,18,4,,,,,57,70,,10.24326/asphc.2019.4.6,http://dx.doi.org/10.24326/asphc.2019.4.6,,,,,,,,,,,,,WOS:000502048400006,View Full Record in Web of Science
J,"Sabir, A; Sahin, Z",,,,"Sabir, Ali; Sahin, Zekiye",,,The Response of Soilless Grown 'Michele Palieri' (Vitis vinifera L.) Grapevine Cultivar to Deficit Irrigation Under the Effects of Different Rootstocks,ERWERBS-OBSTBAU,,,,,,,,,,,,,,,,,"Sabir, Ali/ADL-5563-2022","Sabir, Ali/0000-0003-1596-9327",,,,,,,,,,,,,0014-0309,1439-0302,,,,NOV,2018,60,,,1,SI,,21,27,,10.1007/s10341-018-0378-6,http://dx.doi.org/10.1007/s10341-018-0378-6,,,,,,,,,,,,,WOS:000451066800004,View Full Record in Web of Science
J,"Cochetel, N; Meteier, E; Merlin, I; Hevin, C; Pouvreau, JB; Coutos-Thevenot, P; Hernould, M; Vivin, P; Cookson, SJ; Ollat, N; Lauvergeat, V",,,,"Cochetel, Noe; Meteier, Eloise; Merlin, Isabelle; Hevin, Cyril; Pouvreau, Jean-Bernard; Coutos-Thevenot, Pierre; Hernould, Michel; Vivin, Philippe; Cookson, Sarah Jane; Ollat, Nathalie; Lauvergeat, Virginie",,,Potential contribution of strigolactones in regulating scion growth and branching in grafted grapevine in response to nitrogen availability,JOURNAL OF EXPERIMENTAL BOTANY,,,,,,,,,,,,,,,,,"Pouvreau, Jean-Bernard/K-6840-2012; Hernould, Michel/AAD-5355-2019; Cochetel, Noé/AAI-2719-2020","Pouvreau, Jean-Bernard/0000-0002-8351-9195; Cochetel, Noé/0000-0003-3395-9536; Hernould, Michel/0000-0003-0676-6173; Lauvergeat, Virginie/0000-0002-5950-2051; Vivin, Philippe/0000-0003-1629-8107",,,,,,,,,,,,,0022-0957,1460-2431,,,,20-Jul,2018,69,16,,,,,4099,4112,,10.1093/jxb/ery206,http://dx.doi.org/10.1093/jxb/ery206,,,,,,,,29860350,,,,,WOS:000439796700023,View Full Record in Web of Science
J,"Cochetel, N; Escudie, F; Cookson, SJ; Dai, ZW; Vivin, P; Bert, PF; Munoz, MS; Delrot, S; Klopp, C; Ollat, N; Lauvergeat, V",,,,"Cochetel, Noe; Escudie, Frederic; Cookson, Sarah Jane; Dai, Zhanwu; Vivin, Philippe; Bert, Pierre-Francois; Munoz, Mindy Stephania; Delrot, Serge; Klopp, Christophe; Ollat, Nathalie; Lauvergeat, Virginie",,,Root transcriptomic responses of grafted grapevines to heterogeneous nitrogen availability depend on rootstock genotype,JOURNAL OF EXPERIMENTAL BOTANY,,,,,,,,,,,,,,,,,"Dai, Zhanwu/V-6274-2019; Cochetel, Noé/AAI-2719-2020; Klopp, Christophe/J-3164-2019; Dai, Zhanwu/F-7355-2019","Dai, Zhanwu/0000-0002-7625-8337; Cochetel, Noé/0000-0003-3395-9536; Klopp, Christophe/0000-0001-7126-5477; Dai, Zhanwu/0000-0002-7625-8337; Vivin, Philippe/0000-0003-1629-8107; Munoz Miranda, Mindy/0000-0003-4856-2937; Lauvergeat, Virginie/0000-0002-5950-2051",,,,,,,,,,,,,0022-0957,1460-2431,,,,10-Jul,2017,68,15,,,,,4339,4355,,10.1093/jxb/erx224,http://dx.doi.org/10.1093/jxb/erx224,,,,,,,,28922755,,,,,WOS:000410245700027,View Full Record in Web of Science
C,"Kocsis, L; Tarczal, E; Kocsisne, GM",,"Gaiotti, F; Battista, F; Tomasi, D",,"Kocsis, L.; Tarczal, E.; Kocsisne, G. Molnar",,,Grape rootstock-scion interaction on root system development,I INTERNATIONAL SYMPOSIUM ON GRAPEVINE ROOTS,Acta Horticulturae,,,,1st International Symposium on Grapevine Roots,16-Oct-14,"Rauscedo, ITALY",Int Soc Horticultural Sci,,,,,,,,,"Kocsis, László/AAK-7525-2020",,,,,,,,,,,,,,0567-7572,,978-94-62611-21-4,,,,2016,1136,,,,,,27,31,,10.17660/ActaHortic.2016.1136.4,http://dx.doi.org/10.17660/ActaHortic.2016.1136.4,,,,,,,,,,,,,WOS:000385238000004,View Full Record in Web of Science
C,"Mare, C; Mica, E; Cattivelli, L",,"Gaiotti, F; Battista, F; Tomasi, D",,"Mare, C.; Mica, E.; Cattivelli, L.",,,Molecular advances in rootstock-scion interaction in grapevine,I INTERNATIONAL SYMPOSIUM ON GRAPEVINE ROOTS,Acta Horticulturae,,,,1st International Symposium on Grapevine Roots,16-Oct-14,"Rauscedo, ITALY",Int Soc Horticultural Sci,,,,,,,,,"cattivelli, luigi/AAE-7046-2020; mica, erica/AAA-3931-2020","cattivelli, luigi/0000-0002-6067-4600; MARE, CATERINA/0000-0001-8181-5321",,,,,,,,,,,,,0567-7572,2406-6168,978-94-62611-21-4,,,,2016,1136,,,,,,155,160,,10.17660/ActaHortic.2016.1136.21,http://dx.doi.org/10.17660/ActaHortic.2016.1136.21,,,,,,,,,,,,,WOS:000385238000021,View Full Record in Web of Science
J,"Jogaiah, S; Sharma, AK; Adsule, PG",,,,"Jogaiah, Satisha; Sharma, Ajay Kumar; Adsule, Pandurang G.",,,Rootstock Influence on the Biochemical Composition and Polyphenol Oxidase Activity of 'Thompson Seedless' Grapes and Raisins,INTERNATIONAL JOURNAL OF FRUIT SCIENCE,,,,,,,,,,,,,,,,,"JOGAIAH, SATISHA/HDO-3392-2022; Sharma, Ajay Kumar/HHC-1334-2022","Sharma, Ajay/0000-0002-3405-8150",,,,,,,,,,,,,1553-8362,1553-8621,,,,,2014,14,2,,,,,133,146,,10.1080/15538362.2013.817767,http://dx.doi.org/10.1080/15538362.2013.817767,,,,,,,,,,,,,WOS:000409785700002,View Full Record in Web of Science
J,"Kodur, S; Tisdall, JM; Tang, C; Walker, RR",,,,"Kodur, S.; Tisdall, J. M.; Tang, C.; Walker, R. R.",,,"Accumulation of potassium in grapevine rootstocks (Vitis) grafted to 'Shiraz' as affected by growth, root-traits and transpiration",VITIS,,,,,,,,,,,,,,,,,"Tang, Caixian/S-8702-2019; Walker, Rob R/C-2764-2015","Tang, Caixian/0000-0002-9138-8770; ",,,,,,,,,,,,,0042-7500,,,,,,2010,49,1,,,,,7,13,,,,,,,,,,,,,,,,WOS:000274143400002,View Full Record in Web of Science
J,"Koundouras, S; Tsialtas, IT; Zioziou, E; Nikolaou, N",,,,"Koundouras, Stefanos; Tsialtas, Ioannis T.; Zioziou, Eleftheria; Nikolaou, Nikolaos",,,Rootstock effects on the adaptive strategies of grapevine (Vitis vinifera L. cv. Cabernet-Sauvignon) under contrasting water status: Leaf physiological and structural responses,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,,,,,,,,,,,,,,,,,"Tsialtas, John/AAA-9446-2019; Koundouras, Stefanos/ABI-1755-2022","Koundouras, Stefanos/0000-0003-1868-2081; Tsialtas, Ioannis/0000-0002-2837-136X",,,,,,,,,,,,,0167-8809,1873-2305,,,,OCT,2008,128,02-Jan,,,,,86,96,,10.1016/j.agee.2008.05.006,http://dx.doi.org/10.1016/j.agee.2008.05.006,,,,,,,,,,,,,WOS:000258247600010,View Full Record in Web of Science
J,"Holzapfel, BP; Treeby, MT",,,,"Holzapfel, B. P.; Treeby, M. T.",,,"Effects of timing and rate of N supply on leaf nitrogen status, grape yield and juice composition from Shiraz grapevines grafted to one of three different rootstocks",AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,,,,,,,,,,,,,,,,,,"Holzapfel, Bruno/0000-0002-7269-5687",,,,,,,,,,,,,1322-7130,1755-0238,,,,,2007,13,1,,,,,14,22,,10.1111/j.1755-0238.2007.tb00067.x,http://dx.doi.org/10.1111/j.1755-0238.2007.tb00067.x,,,,,,,,,,,,,WOS:000245602400002,View Full Record in Web of Science
C,"Tambe, TB; Gawade, MH",,"Jindal, KK; Sharma, RC; Rehalia, AS",,"Tambe, TB; Gawade, MH",,,"Influence of rootstocks on vine vigour, yield and quality of grapes",PROCEEDINGS OF THE VIITH INTERNATIONAL SYMPOSIUM ON TEMPERATE ZONE FRUITS IN THE TROPICS AND SUBTROPICS,ACTA HORTICULTURAE,,,,7th International Symposium on Temperate Zone Fruits in the Tropics and Subtropics,"OCT 14-18, 2003","Nauni, INDIA","Indian Council Agr Res,Natl Hort Board,Diversified Agr Support Project,Govt Himachal Pradesh, Dept Hort,Agr & Proc Food Prod Export Dev Author",,,,,,,,,,,,,,,,,,,,,,,0567-7572,,90-6605-326-7,,,,2004,,662,,,,,259,263,,10.17660/ActaHortic.2004.662.37,http://dx.doi.org/10.17660/ActaHortic.2004.662.37,,,,,,,,,,,,,WOS:000227419600037,View Full Record in Web of Science
J,"da Silva, MJR; Padilha, CVD; Lima, MD; Pereira, GE; Venturini, WG; Moura, MF; Tecchio, MA",,,,"Rodrigues da Silva, Marlon Jocimar; da Silva Padilha, Carla Valeria; Lima, Marcos dos Santos; Pereira, Giuliano Elias; Venturini Filho, Waldemar Gastoni; Moura, Mara Fernandes; Tecchio, Marco Antonio",,,"Grape juices produced from new hybrid varieties grown on Brazilian rootstocks - Bioactive compounds, organic acids and antioxidant capacity",FOOD CHEMISTRY,,,,,,,,,,,,,,,,,"dos Santos Lima, Marcos/L-1662-2016; Pereira, Giuliano E/D-2851-2013; Moura, Mara/AGY-9987-2022; Moura, Mara Fernandes/AAJ-2253-2020","dos Santos Lima, Marcos/0000-0001-7057-4868; Pereira, Giuliano E/0000-0002-0161-8166; Moura, Mara/0000-0002-1327-5527; Tecchio, Marco Antonio/0000-0001-7868-2265",,,,,,,,,,,,,0308-8146,1873-7072,,,,15-Aug,2019,289,,,,,,714,722,,10.1016/j.foodchem.2019.03.060,http://dx.doi.org/10.1016/j.foodchem.2019.03.060,,,,,,,,30955671,,,,,WOS:000464920100085,View Full Record in Web of Science
J,"Gabaston, J; Leborgne, C; Waffo-Teguo, P; Valls, J; Pinto, AP; Richard, T; Cluzet, S; Merillon, JM",,,,"Gabaston, Julien; Leborgne, Cecile; Waffo-Teguo, Pierre; Valls, Josep; Pinto, Antonio Palos; Richard, Tristan; Cluzet, Stephanie; Merillon, Jean-Michel",,,Wood and roots of major grapevine cultivars and rootstocks: A comparative analysis of stilbenes by UHPLC-DAD-MS/MS and NMR,PHYTOCHEMICAL ANALYSIS,,,,,,,,,,,,,,,,,"Fonayet, Josep Valls/AAB-3378-2020","Fonayet, Josep Valls/0000-0002-1359-4114; Leborgne, Cecile/0000-0002-3379-4674; Richard, Tristan/0000-0002-5308-8697; GABASTON, Julien/0000-0003-0585-717X",,,,,,,,,,,,,0958-0344,1099-1565,,,,MAY-JUN,2019,30,3,,,,,320,331,,10.1002/pca.2815,http://dx.doi.org/10.1002/pca.2815,,,,,,,,30644147,,,,,WOS:000462906500006,View Full Record in Web of Science
J,"Shi, WC; He, W; Zhang, ZJ; Sun, JL; Zhu, CM; Liu, ZY; Xu, YQ; Zhao, BL",,,,"Shi, Wenchao; He, Wang; Zhang, Zhijun; Sun, Junli; Zhu, Chunmei; Liu, Zhiyu; Xu, Yeqing; Zhao, Baolong",,,Study on the Resistance of 'Cabernet Sauvignon' Grapevine with Different Rootstocks to Colomerus vitis,SUSTAINABILITY,,,,,,,,,,,,,,,,,,"zhao, baolong/0000-0003-4301-7366",,,,,,,,,,,,,,2071-1050,,,,NOV,2022,14,22,,,,,,,15193,10.3390/su142215193,http://dx.doi.org/10.3390/su142215193,,,,,,,,,,,,,WOS:000887775500001,View Full Record in Web of Science
J,"Gong, T; Zhang, XL; Brecht, JK; Black, ZE; Zhao, X",,,,"Gong, Tian; Zhang, Xuelian; Brecht, Jeffrey K.; Black, Zachary E.; Zhao, Xin",,,"Grape Tomato Growth, Yield, and Fruit Mineral Content as Affected by Rootstocks in a High Tunnel Organic Production System",HORTSCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0018-5345,2327-9834,,,,OCT,2022,57,10,,,,,1267,1277,,10.21273/HORTSCI16553-22,http://dx.doi.org/10.21273/HORTSCI16553-22,,,,,,,,,,,,,WOS:000862833600005,View Full Record in Web of Science
J,"Karabulut, B; Celik, H",,,,"Karabulut, Besim; Celik, Huseyin",,,Determination of Grafting Success and Carbohydrate Distributions of Foxy Grape (Vitis labrusca L.) Varieties Grafted on Different American Grape Rootstocks,HORTICULTURAE,,,,,,,,,,,,,,,,,"Karabulut, Besim/AAG-2605-2019; Karabulut, Besim/GZM-6156-2022","Karabulut, Besim/0000-0003-0198-8447; ",,,,,,,,,,,,,,2311-7524,,,,OCT,2022,8,10,,,,,,,949,10.3390/horticulturae8100949,http://dx.doi.org/10.3390/horticulturae8100949,,,,,,,,,,,,,WOS:000873058400001,View Full Record in Web of Science
J,"Marin, D; Santesteban, LG; Dayer, S; Villa-Llop, A; Abad, FJ; Gambetta, GA; Torres-Ruiz, JM; Torres, N",,,,"Marin, D.; Santesteban, L. G.; Dayer, S.; Villa-Llop, A.; Abad, F. J.; Gambetta, G. A.; Torres-Ruiz, J. M.; Torres, N.",,,Connection matters: exploring the implications of scion-rootstock alignment in grafted grapevines,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,,,,,,,,,,,,,,,,,"Torres-Ruiz, José Manuel/I-6587-2012; Santesteban, Luis Gonzaga/B-2408-2009; Marin, Diana/S-9922-2018","Torres-Ruiz, José Manuel/0000-0003-1367-7056; Gambetta, Gregory/0000-0002-8838-5050; Torres, Nazareth/0000-0002-0597-4635; Abad Zamora, F. Javier/0000-0002-0696-6071; Villa Llop, Ana/0000-0002-8040-9003; Santesteban, Luis Gonzaga/0000-0001-6924-6744; Marin, Diana/0000-0002-7623-4351",,,,,,,,,,,,,1322-7130,1755-0238,,,,OCT,2022,28,4,,,,,561,571,,10.1111/ajgw.12559,http://dx.doi.org/10.1111/ajgw.12559,,May-22,,,,,,,,,,,WOS:000791215500001,View Full Record in Web of Science
J,"Darriaut, R; Lailheugue, V; Masneuf-Pomarede, I; Marguerit, E; Martins, G; Compant, S; Ballestra, P; Upton, S; Ollat, N; Lauvergeat, V",,,,"Darriaut, Romain; Lailheugue, Vincent; Masneuf-Pomarede, Isabelle; Marguerit, Elisa; Martins, Guilherme; Compant, Stephane; Ballestra, Patricia; Upton, Steven; Ollat, Nathalie; Lauvergeat, Virginie",,,Grapevine rootstock and soil microbiome interactions: Keys for a resilient viticulture,HORTICULTURE RESEARCH,,,,,,,,,,,,,,,,,,"Lauvergeat, Virginie/0000-0002-5950-2051; Darriaut, Romain/0000-0003-2516-9200",,,,,,,,,,,,,2662-6810,2052-7276,,,,05-Jan,2022,9,,,,,,,,uhac019,10.1093/hr/uhac019,http://dx.doi.org/10.1093/hr/uhac019,,,,,,,,35184168,,,,,WOS:000828691700042,View Full Record in Web of Science
J,"Blank, M; Samer, S; Stoll, M",,,,"Blank, Magali; Samer, Sabrina; Stoll, Manfred",,,Grapevine rootstock genotypes influences berry and wine phenolic composition (Vitis vinifera L. cv. Pinot noir),OENO ONE,,,,,,,,,,,,,,,,,,"Lafontaine, Magali/0000-0002-8176-1308",,,,,,,,,,,,,,2494-1271,,,,,2022,56,1,,,,,133,144,,10.20870/oeno-one.2022.56.1.4459,http://dx.doi.org/10.20870/oeno-one.2022.56.1.4459,,,,,,,,,,,,,WOS:000757542300002,View Full Record in Web of Science
J,"Nikolaou, KE; Chatzistathis, T; Theocharis, S; Argiriou, A; Koundouras, S; Zioziou, E",,,,"Nikolaou, Kleopatra-Eleni; Chatzistathis, Theocharis; Theocharis, Serafeim; Argiriou, Anagnostis; Koundouras, Stefanos; Zioziou, Elefteria",,,Effects of Salinity and Rootstock on Nutrient Element Concentrations and Physiology in Own-Rooted or Grafted to 1103 P and 101-14 Mgt Rootstocks of Merlot and Cabernet Franc Grapevine Cultivars under Climate Change,SUSTAINABILITY,,,,,,,,,,,,,,,,,"Theocharis, Serafeim/ABC-9663-2021; Koundouras, Stefanos/ABI-1755-2022; NIKOLAOU, Kleopatra-Eleni/GXV-5213-2022","Theocharis, Serafeim/0000-0002-6931-0555; Koundouras, Stefanos/0000-0003-1868-2081; NIKOLAOU, Kleopatra-Eleni/0000-0002-4883-2717; Argiriou, Anagnostis/0000-0002-9164-632X",,,,,,,,,,,,,,2071-1050,,,,MAR,2021,13,5,,,,,,,2477,10.3390/su13052477,http://dx.doi.org/10.3390/su13052477,,,,,,,,,,,,,WOS:000628633100001,View Full Record in Web of Science
J,"Bidabadi, SS; Sabbatini, P",,,,"Bidabadi, Siamak Shirani; Sabbatini, Paolo",,,"Bioaccumulation, Ionome and Physiological Responses to Copper Toxicity of Iranian Grapevine Rootstocks Grafted with 'Asgari' Seedless Grape",INTERNATIONAL JOURNAL OF FRUIT SCIENCE,,,,,,,,,,,,,,,,,,"Sabbatini, Paolo/0000-0002-1610-4491; shirani bidabadi, siamak/0000-0003-0852-0329",,,,,,,,,,,,,1553-8362,1553-8621,,,,02-Jul,2020,20,3,,,,,451,470,,10.1080/15538362.2019.1652133,http://dx.doi.org/10.1080/15538362.2019.1652133,,,,,,,,,,,,,WOS:000562843800013,View Full Record in Web of Science
J,"Demiray, MB; Sabir, A; Attar, SH; Kafkas, E",,,,"Demiray, Mustafa Burak; Sabir, Ali; Attar, Sule Hilal; Kafkas, Ebru",,,Changes in Physical and Biochemical Features of Grape (Vitis vinifera L. cv 'Prima') Seeds as Influenced by Sustained Deficit Irrigation under Different Rootstock Effect,ERWERBS-OBSTBAU,,,,,,,,,,,,,,,,,"Sabir, Ali/ADL-5563-2022","Sabir, Ali/0000-0003-1596-9327",,,,,,,,,,,,,0014-0309,1439-0302,,,,OCT,2020,62,SUPPL 1,,1,SI,,101,107,,10.1007/s10341-020-00504-y,http://dx.doi.org/10.1007/s10341-020-00504-y,,Jun-20,,,,,,,,,,,WOS:000537999700001,View Full Record in Web of Science
